score,gt_classification,fen,classic_reg_score,classic_reg_classification,classic_score,classic_classification,gemini_direct_score,gemini_direct_classification,gemini_feature_material,gemini_feature_pawn_structure,gemini_feature_mobility,gemini_feature_king_safety,gemini_feature_tempo,gemini_feature_total
-49.98,black,4Q3/p1p2pkp/bb1p4/8/PP3qP1/2P2P1P/3r2K1/R7 w - - 1 29,-3.987,black,-9.5,black,250.0,white,2.5,0.2,0.75,-0.5,0.25,2.2
-0.08,equal,r4rk1/bpp1nppp/p1p5/8/1P2q3/P4NP1/1B1Q1PBP/RN4K1 b - - 1 16,-0.7938000000000001,equal,-1.8,equal,25.0,white,-0.25,0.25,0.5,0.25,0.5,0.25
7.63,white,4Q3/k5p1/2bN4/2p2p1p/5P1P/6P1/8/6K1 b - - 0 43,6.1704,white,9.4,white,300.0,white,4.0,0.2,0.8,1.0,0.5,2.5
3.16,white,8/1k4pp/5p2/8/1PR4P/5KP1/1r3P2/8 b - - 10 42,0.7686000000000001,equal,1.1,equal,25.0,white,-0.25,0.1,0.5,0.0,0.3,0.65
-12.43,black,b7/2Q2r1k/pB2p1p1/5rq1/1PP5/7P/P5PK/2R5 w - - 3 36,-2.295,black,-3.0,black,250.0,white,1.5,0.25,0.75,-0.5,0.25,1.25
-1.12,equal,2r1r3/pq3pbk/1p4pp/1P2p3/3n4/Q1NP2P1/3BPP1P/1R3RK1 w - - 0 26,-0.0144,equal,-0.4,equal,35.0,white,1.5,0.2,0.75,0.3,0.5,2.25
9.47,white,8/3bk3/8/5pp1/3PB3/4KP1N/P6P/8 b - - 1 33,3.8394000000000004,white,5.4,white,-25.0,black,-0.2,-0.1,-0.3,0.1,-0.1,-0.6
1.69,equal,2kr1bnr/1pp1pppp/p1n3q1/8/Q1B1P3/2N1BP2/PP3P1P/R4R1K b - - 3 11,-0.7362,equal,-0.19999999999999996,equal,35.0,white,0.3,0.1,0.5,0.2,0.4,0.5
0.14,equal,rn3rk1/ppp2ppp/5n2/5b2/4qP2/2B5/PPP1Q1PP/2KR1BNR w - - 4 11,-0.0216,equal,-0.6000000000000001,equal,35.0,white,0.3,0.1,0.2,0.0,0.1,0.7
-0.46,equal,r1bq1rk1/p2p1ppp/2p1pn2/2b5/2P4P/6P1/PP2PPB1/RNBQ1RK1 b - - 3 9,0.0108,equal,0.30000000000000004,equal,25.0,white,0.0,0.2,-0.1,0.0,-0.1,-0.0
0.0,equal,5rk1/3qprnp/p2n2p1/1p1P1pP1/2pB3P/2P4Q/PP3RBK/5R2 w - - 5 49,-0.7362,equal,-0.19999999999999996,equal,250.0,white,2.5,0.25,0.75,-1.0,0.5,2.0
0.85,equal,rn2k1nr/pp2ppb1/2p3p1/4p2p/2PP1P2/2N1BQ2/Pq4PP/2R1KB1R w Kkq - 0 12,-1.5336,equal,-2.1,black,35.0,white,0.3,0.1,0.4,-0.2,0.2,0.4
-4.12,black,2rqr1k1/5ppp/p1b1p1n1/1p4b1/3P2N1/2P3Q1/PBB1RPPP/R5K1 b - - 11 23,0.0036,equal,0.1,equal,30.0,white,-0.25,-0.15,0.5,0.2,0.4,0.2
-2.07,black,r1bq1rk1/ppp1n2p/3p2pb/3Pp3/2P1p3/P1N1PN2/1PQ1BKPP/R4R2 w - - 0 14,-0.7434000000000001,equal,-0.3999999999999999,equal,30.0,white,0.3,0.1,0.4,0.0,0.2,1.0
12.29,white,6k1/p4n1p/2p3p1/2N1pb2/5B2/1PN5/P1P3PP/5RK1 w - - 0 28,6.1704,white,9.4,white,35.0,white,0.3,0.1,0.2,-0.1,0.1,0.4
1.34,equal,r1bqr1k1/1pp2pbp/1nn3p1/3p4/p2PP3/P2BBN1P/1P1N1PP1/R2QR1K1 w - - 0 15,-0.0144,equal,-0.4,equal,30.0,white,0.25,0.1,0.3,0.05,0.15,0.85
-2.8,black,2b2rk1/p1q2pp1/2pb1n1p/3p4/N6r/1P1B1Q1P/P1PB1PP1/R2R2K1 w - - 4 17,-0.0036,equal,-0.1,equal,75.0,white,0.25,0.15,0.75,-0.5,0.6,0.75
0.27,equal,r1bq2k1/5p1p/p1p2rp1/3p4/2p5/2P3QP/P1P2PP1/1RB2RK1 b - - 3 23,-0.7434000000000001,equal,-0.3999999999999999,equal,-25.0,black,0.1,0.2,-0.3,0.1,-0.2,-0.1
9.51,white,7k/p6B/1p1p4/8/1PP5/8/P5PP/5K2 b - - 0 31,3.8718000000000004,white,6.3,white,-75.0,black,-1.5,-0.25,-0.25,0.25,-0.25,-1.5
-0.41,equal,r1bq1rk1/pp3ppp/2n5/3np3/1b6/2NB1N2/PPPB1PPP/R2QK2R w KQ - 0 10,-0.0144,equal,-0.4,equal,25.0,white,0.25,0.1,0.3,0.0,0.15,0.8
7.17,white,2kr4/1ppnq3/p4r2/3p2p1/1P1P2Bp/4P3/P1QN1PPP/R4RK1 b - - 0 20,3.0996,white,5.1,white,30.0,white,0.1,-0.2,0.3,0.0,0.1,0.1
0.03,equal,8/8/3kppbp/8/B3P1P1/5K1P/1P6/8 b - - 0 39,0.783,equal,1.5,equal,-25.0,black,-0.2,-0.1,-0.15,0.3,-0.05,-0.2
-15.63,black,r1b1kb1r/5pp1/2p5/ppn4p/2Bn3P/4B3/PP3PP1/RN2K1N1 b Qkq - 1 18,-4.6188,black,-6.8,black,-25.0,black,0.1,0.05,-0.2,0.15,-0.1,-0.05
6.7,white,r5k1/3q2b1/2np2Q1/p4N2/1p6/2p3P1/PP4KP/5R2 w - - 0 27,-2.259,black,-2.0,equal,250.0,white,2.5,0.25,0.75,-0.5,0.25,2.25
1.0,equal,r1bqkb1r/4pppp/p1pp1n2/8/3QP3/2N2N2/PPP2PPP/R1B1K2R w KQkq - 2 8,0.0648,equal,1.8,equal,25.0,white,0.25,0.1,0.3,0.0,0.15,0.8
-6.06,black,r3k3/3p3p/1p2p3/p1np1p2/7P/4PNP1/PK3P2/7R w q - 0 25,-1.5192,equal,-1.7,equal,150.0,white,1.0,0.25,0.5,-0.25,0.5,1.0
-2.57,black,3r4/1pn1k1pp/3p4/1r2p3/4P1B1/2PR4/1K4PP/3R4 w - - 2 28,-0.855,equal,-3.5,black,150.0,white,1.5,0.2,0.5,-0.1,0.3,1.4
0.37,equal,rnbqkb1r/p1pppppp/1p3n2/8/3P1B2/8/PPP1PPPP/RN1QKBNR w KQkq - 0 3,0.0324,equal,0.9,equal,25.0,white,0.0,0.1,0.2,0.1,0.1,0.2
-1.48,equal,rnbqkb1r/pppppp1p/5np1/8/3P4/2N5/PPP1QPPP/R1B1KBNR b KQkq - 0 5,-0.7002,equal,0.8,equal,25.0,white,0.25,-0.1,0.15,0.0,0.05,0.35
-2.42,black,1k6/p5r1/1p6/4RP2/5p2/3PnP2/PP2P3/2K5 b - - 0 29,-0.0396,equal,-1.1,equal,75.0,white,0.75,-0.25,0.25,-0.25,0.0,0.5
4.95,white,r1bqk2r/p2nn1bp/1p3pp1/1N1pp3/3P4/1P1BPN2/P4PPP/R1BQ1RK1 w kq - 0 12,0.0396,equal,1.1,equal,25.0,white,0.25,0.1,0.3,0.05,0.15,0.85
-0.21,equal,rn1qr1k1/pp3ppp/2pb1n2/3p2B1/3P2b1/2NB1N2/PPPK1PPP/R2QR3 w - - 0 10,0.0,equal,0.0,equal,25.0,white,0.3,0.1,0.2,0.0,0.1,0.7
-11.45,black,2k4r/p2p4/bpp4r/4Q3/8/3P1P1P/PPP2qP1/4R2K w - - 1 28,-3.7926,black,-4.1,black,250.0,white,2.0,0.25,0.75,-0.25,0.5,3.25
-0.07,equal,rnbqkbnr/pp1ppppp/8/2p5/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 1 2,0.0288,equal,0.8,equal,25.0,white,0.0,0.2,0.1,0.0,0.1,0.3
-8.02,black,1kq2b1r/pp4pp/2nQ4/1Np5/8/P7/1PP2KPP/3RR3 b - - 2 19,1.7172,equal,7.2,white,-150.0,black,-2.0,0.25,-0.5,-1.0,-0.25,-3.5
0.62,equal,r1bqkb1r/ppp1pppp/2n2n2/3p4/3P4/4PN2/PPP2PPP/RNBQKB1R w KQkq - 1 4,0.0036,equal,0.1,equal,25.0,white,0.0,0.1,0.2,0.0,0.1,0.4
-0.09,equal,8/6pk/7p/p6q/1p6/4QPPP/1P3K2/8 w - - 6 36,0.0324,equal,0.9,equal,250.0,white,2.5,0.25,0.75,-0.5,0.25,2.25
0.28,equal,rnb1kb1r/p2ppppp/5n2/qppP4/8/2N2P2/PPP1P1PP/R1BQKBNR w KQkq - 0 5,-0.0216,equal,-0.6000000000000001,equal,30.0,white,0.25,-0.1,0.3,-0.15,0.2,0.5
2.78,white,r2qk2r/ppp2ppp/3b4/1B1p4/4n1b1/5N2/PPP2PPP/RNBQK2R b KQkq - 1 9,1.6632,equal,5.7,white,-25.0,black,0.0,0.1,-0.2,0.0,-0.1,-0.2
-2.34,black,2r1r1k1/1p3pbp/p3b1p1/6q1/P1BpP3/B7/4QPPP/1RR3K1 b - - 0 23,-0.7722,equal,-1.2,equal,-150.0,black,-1.5,0.25,-0.5,-0.25,-0.25,-1.25
0.19,equal,r1bqkbnr/pp1p1ppp/2n1p3/2p5/3P1B2/4P3/PPP2PPP/RN1QKBNR w KQkq - 1 4,0.0216,equal,0.6000000000000001,equal,25.0,white,0.1,0.05,0.2,0.0,0.1,0.45
3.26,white,r2qnrk1/1bpnBppp/3pp3/PB6/4P3/2NP1N2/1P3PPP/R2Q1RK1 b - - 0 12,3.1176,white,5.6,white,25.0,white,-0.25,0.0,0.5,0.25,0.25,0.25
7.55,white,8/1p4p1/8/1p1p1k1p/3p1P2/P4KPP/1PP5/8 w - - 0 32,0.0036,equal,0.1,equal,30.0,white,0.25,0.15,-0.1,-0.1,0.0,0.2
-1.15,equal,r1bq1rk1/pp4pp/2n2pn1/2b1p3/2NpP3/1P3NP1/PB1P1PBP/R2QR1K1 w - - 7 13,-0.0144,equal,-0.4,equal,35.0,white,0.25,0.1,0.3,0.05,0.15,0.85
1.81,equal,rn4k1/p1q1nppp/2p1p3/r3N3/Q2P4/1P2PB2/5PPP/1RR1K3 w - - 13 19,0.0432,equal,1.2000000000000002,equal,250.0,white,1.5,0.25,0.75,0.25,0.5,3.25
8.01,white,r1b2rk1/p1p2ppp/3q4/3p4/3N2n1/2N5/PPPP1PPP/R1BQR1K1 w - - 1 12,3.0420000000000003,white,3.5,white,25.0,white,0.3,0.1,0.2,0.0,0.1,0.7
9.18,white,r1bqkbnr/pppp3p/6p1/4p2Q/4P3/8/PPP2PPP/RNB1KB1R w KQkq - 0 7,0.0504,equal,1.4000000000000001,equal,25.0,white,0.25,0.1,0.3,0.0,0.15,0.8
-49.98,black,2k5/2p5/5p2/ppb5/2r5/2P5/K4q2/8 w - - 2 47,-15.4404,black,-23.9,black,250.0,white,2.0,0.25,0.5,-0.5,0.25,2.5
-0.28,equal,8/p1r5/3nkp2/3p2p1/3P1P2/3B4/1P1K1P2/6R1 b - - 0 31,0.0072,equal,0.2,equal,-150.0,black,0.25,-0.5,-0.75,-1.5,-0.5,-2.0
0.19,equal,rnbqkbnr/pp1ppppp/8/2p5/8/6P1/PPPPPPBP/RNBQK1NR b KQkq - 1 2,0.018,equal,0.5,equal,25.0,white,0.0,0.2,0.1,0.0,0.1,0.3
0.17,equal,r3k2r/4bppb/pq2pn1p/3pB1PP/1p1N4/4PP2/PPPQ4/2KR1B1R b kq - 0 17,0.0108,equal,0.30000000000000004,equal,25.0,white,-0.25,0.0,0.5,0.25,0.25,0.25
-9.01,black,rnbqkbnr/pp3ppp/2p5/3p2B1/3p2P1/2P2P2/PP2P2P/RN1QKBNR b KQkq - 1 5,-0.7686000000000001,equal,-1.1,equal,-25.0,black,0.1,0.05,0.15,0.0,0.05,0.35
-2.85,black,r2qr1k1/pbpnppbp/1p1p2p1/1N6/3P3B/2Q1PN2/PPP2PPP/R3K2R b KQ - 7 11,0.0216,equal,0.6000000000000001,equal,30.0,white,-0.25,0.0,0.5,-0.25,0.3,0.3
18.76,white,rnb1k3/pppp1p1p/6p1/8/3b4/3p1N2/PPP1PPPP/RN1QKB1R w KQq - 0 8,9.9342,white,12.7,white,35.0,white,0.3,-0.1,0.4,0.0,0.2,0.8
-1.23,equal,8/6Q1/5pq1/6k1/4p3/5nPp/r4P1B/5R1K w - - 14 44,-0.7794,equal,-1.4,equal,250.0,white,2.5,0.2,0.5,-0.3,0.1,2.0
6.31,white,r1b2rk1/pppp2pp/2n2n2/q1b1N3/P7/2P1PN2/1P3PPP/R1BQKB1R w KQ - 3 13,0.7722,equal,1.2,equal,35.0,white,0.3,0.1,0.2,0.1,0.1,0.4
0.16,equal,rn1qkb1r/pbp2ppp/1p1ppn2/8/2P1PP2/3PB3/PP4PP/RN1QKBNR w KQkq - 0 6,0.018,equal,0.5,equal,25.0,white,0.1,0.0,0.2,0.0,0.1,0.4
9.65,white,3Q4/k2R4/8/p4p2/P3qP2/4P1K1/5P2/1q6 b - - 5 56,-1.4292,equal,0.8000000000000003,equal,-250.0,black,-2.5,-0.25,0.5,0.25,0.25,-1.75
-6.39,black,r1bqkb1r/pppp1ppp/5n2/4p3/2BnP3/3Q4/PPPP1PPP/RNB1K1NR b KQkq - 7 5,0.0,equal,0.0,equal,-25.0,black,0.0,0.1,-0.2,0.0,-0.1,-0.2
0.47,equal,rnbqk2r/ppp2ppp/4pn2/3p4/3P4/4PNb1/PPP2PPP/RN1QKB1R w KQkq - 0 6,-2.3094,black,-3.4,black,25.0,white,0.25,0.1,0.3,0.0,0.15,0.8
-0.65,equal,2r1kb1r/5pp1/p2p1n1p/2nPp3/4P3/3B1N1P/P2BKPP1/R6R b k - 2 17,0.0504,equal,1.4000000000000001,equal,-25.0,black,-0.25,0.25,0.5,-0.25,0.5,0.25
-12.93,black,2q2rk1/p1nbbppp/2pp1n2/P2Pp1N1/5r1P/B2Q4/2P2PP1/R3R1K1 b - - 2 21,-5.3226,black,-6.1,black,75.0,white,-0.5,-0.25,1.0,1.5,0.75,1.5
1.23,equal,2kr3r/pppbqppn/2nbp3/7p/P6P/2NP2P1/1PP1NPB1/R1BQ1RK1 w - - 1 12,-0.0108,equal,-0.30000000000000004,equal,35.0,white,0.3,0.1,0.4,-0.2,0.2,0.8
3.03,white,rn1q1rk1/p1p1pp1p/2b2npQ/2Np4/1p1P4/5P2/PPP1P1PP/2KR1BNR w - - 4 11,0.0468,equal,1.3,equal,35.0,white,0.3,0.1,0.2,0.0,0.1,0.7
0.0,equal,2r1r1k1/p3q2p/1pp2np1/3p1p2/QP1P4/3BPP2/P5PP/2R1R1K1 b - - 4 21,0.0144,equal,0.4,equal,30.0,white,-0.25,0.0,0.5,0.25,0.25,0.25
6.87,white,3Q4/5pkp/6p1/pq1p3n/3P4/8/PPP2PPP/5RK1 w - - 3 25,3.096,white,5.0,white,250.0,white,2.0,0.25,0.5,0.5,0.25,1.5
0.75,equal,rnbq1rk1/ppppppbp/5np1/8/2PPP3/2N5/PP3PPP/R1BQKBNR w KQ - 1 5,0.05399999999999999,equal,1.5,equal,25.0,white,0.1,0.05,0.2,0.0,0.15,0.5
0.0,equal,3rr1k1/ppq3p1/2nbP2p/8/8/2P1p1P1/PP1B2BP/R2QR1K1 w - - 0 23,0.7434000000000001,equal,0.3999999999999999,equal,150.0,white,0.25,0.1,0.75,0.5,0.6,0.65
0.3,equal,rnbqkbnr/pppp2pp/5p2/4P3/8/2P5/PP2PPPP/RNBQKBNR b KQkq - 0 3,0.7938000000000001,equal,1.8,equal,25.0,white,0.1,0.2,0.3,0.0,0.1,0.4
10.81,white,8/8/2k2p2/p1P1p2p/P1K2P2/2P5/5PP1/8 b - - 0 42,1.53,equal,2.0,equal,25.0,white,-0.25,0.0,0.5,0.5,0.25,0.25
-2.83,black,r1bqk2r/ppp1bppp/2n1pn2/6B1/8/3B1PN1/PPP3PP/RN1Q1RK1 b kq - 5 8,-0.7506,equal,-0.6,equal,25.0,white,0.1,-0.15,-0.2,0.0,-0.05,-0.3
8.23,white,4rrk1/p1p2ppp/1pnq4/8/3PR3/1QB3P1/PP3PBP/4R1K1 b - - 2 20,2.3165999999999998,white,3.6,white,-25.0,black,0.1,-0.2,0.3,0.0,0.1,0.1
-9.31,black,2r3k1/6p1/1qp2p1p/3p4/p2Nnp2/P5P1/1P2QPKP/1B6 b - - 1 30,-3.06,black,-4.0,black,30.0,white,0.1,-0.2,0.3,0.1,-0.1,0.2
6.8,white,2rrb1k1/p4pp1/2nB3p/2Ppp3/3P4/P2BP3/3K1PPP/1R5R w - - 0 21,0.8622,equal,3.7,white,150.0,white,1.5,0.2,0.75,-0.25,0.5,2.7
-3.32,black,8/p7/1p6/8/2N2k1p/PP3P2/5K2/1b6 b - - 0 41,0.0036,equal,0.1,equal,-150.0,black,-1.5,-0.25,0.25,-0.5,-0.25,-1.25
9.59,white,8/5pkp/8/5pp1/8/R4P2/6PP/6K1 b - - 1 29,3.0888,white,4.8,white,150.0,white,0.5,-0.2,-0.1,0.3,0.1,0.6
-0.03,equal,r1b2rk1/pp2qpbp/2n5/3pp2p/4P3/1B2B3/PPP2PP1/R2QK1NR b KQ - 1 12,-0.7506,equal,-0.6,equal,-25.0,black,0.1,-0.2,-0.15,0.0,-0.05,-0.3
49.98,white,6rk/8/2p3Q1/2p1p3/p3Pq2/1PKP4/P1P5/R7 w - - 0 30,0.7722,equal,1.2,equal,250.0,white,3.0,0.5,1.0,-0.5,0.25,4.25
0.79,equal,r1bbq1rk/pppn2pp/5n2/4pp2/2P5/BPN1P3/P2NBPPP/2RQ1R1K w - - 0 14,0.0216,equal,0.6000000000000001,equal,35.0,white,0.3,0.1,0.4,-0.2,0.2,0.8
-8.46,black,8/p1p3pp/1p1k1n2/8/1P6/2PK2P1/P6P/8 b - - 0 41,-2.3274,black,-3.9,black,-25.0,black,-0.25,0.0,0.5,0.5,0.25,0.25
-14.57,black,5rk1/1p4p1/p2b3p/8/1nPp1P2/1Q1Np1Pq/3nP2P/R2R2K1 b - - 1 29,-1.584,equal,-3.5,black,-75.0,black,0.0,-0.25,-0.5,-1.0,-0.75,-1.5
9.37,white,8/3k4/1Qp1p3/3r4/1P6/P5P1/7P/6K1 b - - 0 36,4.6044,white,6.4,white,-150.0,black,-6.5,-0.2,0.3,-1.0,0.1,-7.3
-9.84,black,3r1rk1/1pp1qp1p/pb4p1/3p2N1/1P3P2/P1PQ2P1/1BnN2BP/4R1K1 w - - 2 21,-0.1368,equal,-3.8000000000000003,black,35.0,white,0.3,-0.1,0.4,0.0,0.2,0.6
-15.99,black,Q1b1kr2/p1p2p2/1p1pp3/8/2P3PP/1P1P4/7K/5q2 b - - 0 24,-6.9354,black,-10.4,black,-25.0,black,-0.2,-0.1,0.1,-0.3,-0.1,-0.2
6.06,white,8/p6p/1np1kpp1/3p4/2PP1B2/3B2P1/5P1P/5K2 w - - 0 33,1.5624,equal,2.9,white,35.0,white,0.3,-0.1,0.4,0.0,0.2,0.8
-49.86,black,8/8/8/6k1/8/2K5/5q2/8 w - - 21 64,-6.9822,black,-11.7,black,900.0,white,9.0,0.0,1.0,-1.0,1.0,10.0
1.44,equal,2kr3r/p1nnbq2/2p1p1pp/2PpPp2/P2P1P2/B4NN1/6PP/R2Q1RK1 b - - 0 19,-0.018,equal,-0.5,equal,-150.0,black,-1.5,-0.25,0.25,0.1,0.0,-1.4
-6.27,black,3r1bnr/pkp1q3/2n1b2p/4Pp2/Q1pP4/P4N2/1P1BN2P/R4RK1 b - - 3 19,-2.2842,black,-2.7,black,35.0,white,-0.25,0.0,0.5,-0.25,0.3,0.3
-5.89,black,8/8/1p3n1p/2pk1r2/P2pP2P/6B1/2P3K1/4R3 b - - 0 46,0.0828,equal,2.3000000000000003,white,-25.0,black,0.1,-0.2,0.15,0.0,-0.05,0.0
10.32,white,r3k1nr/p2p1ppp/1p2p3/1Bp1q1N1/1bPN4/4B3/PP3PPP/R2Q1RK1 b kq - 2 11,3.0924,white,4.9,white,25.0,white,-0.25,0.1,0.4,0.2,0.15,0.1
-0.59,equal,2r3k1/6bp/6p1/2qbpp2/2Pp4/1B1Q1P2/Pr4PP/2R1BRK1 w - - 2 25,-0.0432,equal,-1.2000000000000002,equal,150.0,white,1.5,0.25,0.75,0.5,0.25,1.25
-9.37,black,5rk1/pp2q1p1/4p2p/3r4/4N3/2P1PP2/PP5P/3R1RK1 b - - 0 27,-3.8934,black,-6.9,black,-150.0,black,0.1,0.2,0.6,-0.5,0.4,0.4
0.3,equal,rnbqkb1r/pp1ppppp/5n2/2p5/2P5/2N2N2/PP1PPPPP/R1BQKB1R b KQkq - 1 3,0.0144,equal,0.4,equal,25.0,white,0.0,0.05,0.1,0.0,0.05,0.2
-7.35,black,rnbqk2r/pp3ppp/3bpn2/3pN3/3P1P2/2NB4/PPP3PP/R2QK2R b KQkq - 0 9,-2.2481999999999998,black,-1.7,equal,25.0,white,0.1,-0.1,0.2,0.0,0.1,0.2
-0.78,equal,r3k2r/ppp1bppp/3p4/4p3/2P1n1q1/BP3N1P/P1P1QPP1/R4RK1 b kq - 0 13,-0.8154,equal,-2.4000000000000004,black,-25.0,black,-0.25,-0.15,-0.1,0.0,-0.05,-0.55
19.25,white,8/8/8/8/1Pk5/4K3/1R6/8 b - - 0 63,4.6368,white,7.3,white,250.0,white,1.75,0.25,0.5,0.5,0.25,1.25
-49.98,black,6k1/5bp1/p2p3p/5P2/4q1NK/1P3n1P/P5r1/5R2 w - - 4 40,-9.3708,black,-17.3,black,250.0,white,2.5,0.2,1.0,-0.3,0.5,3.9
2.21,white,r2qkb1r/1p2nppp/4p3/p1P1P3/1P6/1Qp2P2/P4P1P/RNB2RK1 w kq - 2 13,-0.0108,equal,-0.30000000000000004,equal,75.0,white,0.25,0.1,0.75,-0.5,0.5,0.6
7.5,white,r1b2rk1/5pp1/p1p4p/4p3/2p1P3/PBq1B2P/2P2PP1/1R1Q1RK1 w - - 0 19,1.5516,equal,2.6,white,35.0,white,0.3,-0.1,0.4,0.0,0.2,0.8
-7.87,black,2kr1b1r/p2q4/1p1p1p2/2pPn3/P3P3/2N1B1P1/1P3P1p/RR2N2K w - - 0 25,-4.6368,black,-7.3,black,150.0,white,1.5,0.25,0.75,0.5,0.25,1.25
-4.97,black,3r1rk1/ppp2pbp/2p1q1p1/4p3/6b1/1P1PPPQ1/P1P3PP/1RB1R1K1 b - - 0 16,-2.3346,black,-4.1,black,30.0,white,-0.25,0.1,0.4,0.15,0.2,0.2
-3.56,black,r2q1rk1/p5pp/1pn2n2/2p1p1N1/3p4/3P1PB1/PPP1Q2P/R4RK1 b - - 1 21,-0.7362,equal,-0.19999999999999996,equal,-25.0,black,0.5,-0.2,-0.3,0.2,-0.1,-0.1
0.3,equal,8/p3np1k/1pp1bppp/8/2PP4/1P1B3P/P2N1PP1/6K1 b - - 0 28,0.0144,equal,0.4,equal,25.0,white,-0.25,0.0,0.5,0.25,0.25,0.25
-1.23,equal,r4rk1/2q1ppbp/pnNp2p1/2pP1b2/4n3/5NP1/1P2PPBP/R1BQ1RK1 w - - 6 20,-0.7866,equal,-1.6,equal,35.0,white,0.3,0.1,0.4,-0.2,0.2,0.8
-6.03,black,5r2/p1p2pk1/1p3n1R/3p1rN1/5Pp1/1P6/P1PP4/3K3R w - - 1 27,-0.7398,equal,-0.29999999999999993,equal,250.0,white,1.5,0.25,0.75,0.5,0.25,1.25
-0.41,equal,r3k2r/p1p1qpp1/2pp3p/2b1p3/4P1b1/2PP1N2/PP3PPP/R1BQ1RK1 b kq - 0 10,-0.036,equal,-1.0,equal,25.0,white,-0.25,0.1,0.3,0.15,0.2,0.5
-8.62,black,r3kbnr/p1p2p2/1p2q2p/3pn1p1/6P1/2P2PBN/PP2PK1P/RN1Q4 w kq - 2 13,-3.8538,black,-5.8,black,35.0,white,0.3,0.1,0.2,0.05,0.15,0.8
2.86,white,rnb2rk1/p1q2p2/2p1pp1p/1p6/3P4/1BbQ1NP1/PPP2P1P/R3R1K1 w - - 0 15,-2.259,black,-2.0,equal,35.0,white,0.3,0.1,0.2,0.0,0.1,0.7
0.08,equal,r1b1kb1r/pp2qppp/2n5/2p5/4PB2/2NP1n2/PP2B1PP/R2QK2R w KQkq - 0 12,-2.439,black,-7.0,black,30.0,white,0.3,0.1,0.2,0.0,0.1,0.7
-19.06,black,4kb1r/Bp5p/p4pp1/N7/5p2/1K6/P5rP/8 b - - 1 28,-8.4618,black,-12.3,black,-150.0,black,-0.25,-0.5,-0.75,-1.0,-0.5,-2.0
0.65,equal,8/2pr1p1k/1p5p/1P1n4/2n4B/5N1P/5PP1/4R1K1 w - - 9 34,0.0072,equal,0.2,equal,45.0,white,0.75,0.25,0.5,0.0,0.25,0.69
8.47,white,2kr1b1r/pq3pp1/2pp1n1p/8/B3Pp2/2N1B3/PPP1Q2P/2KR3R w - - 0 16,0.7974,equal,1.9,equal,75.0,white,0.75,0.25,0.5,0.25,0.25,0.5
-1.95,equal,4rk1r/1pq3p1/p1bb1pp1/3p4/P2P2Q1/1P3N2/1BP2PPP/R3R1K1 b - - 1 18,0.765,equal,1.0,equal,30.0,white,-0.25,0.0,0.5,0.0,0.3,0.55
1.06,equal,rnbqkbnr/pppp1pp1/4p2p/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,0.0324,equal,0.9,equal,25.0,white,0.0,0.1,0.2,0.0,0.1,0.4
-1.87,equal,rnbqk2r/pppp2pp/5p2/b4p2/5P2/N1P5/P2PP1PP/R2QKBNR b KQkq - 2 6,-0.765,equal,-1.0,equal,25.0,white,0.1,0.05,0.2,0.0,0.15,0.5
0.25,equal,r2qkb1r/1p1npppp/p1p2nb1/3p4/P1PP4/2NBPN2/1P3PPP/R1BQK2R w KQkq - 3 8,0.0432,equal,1.2000000000000002,equal,25.0,white,0.25,0.1,0.3,0.0,0.15,0.8
-49.98,black,6k1/p3bpp1/1p2p2p/4N3/3P4/8/3rqPPP/6K1 w - - 0 30,-12.3264,black,-18.4,black,75.0,white,0.5,-0.2,0.3,-0.1,0.1,0.6
-0.29,equal,rn2kbnr/pbpp1ppp/1p2p3/4P3/1q1P4/4B3/PPP1BPPP/RN1QK1NR w KQkq - 5 6,-0.1368,equal,-3.8000000000000003,black,25.0,white,0.3,0.1,0.4,0.0,0.2,1.0
-0.29,equal,r1bq1rk1/pp3ppp/2n2n2/2bp4/8/2P2N2/PP1NBPPP/R1BQ1RK1 b - - 0 9,-0.0504,equal,-1.4000000000000001,equal,-15.0,black,0.1,-0.1,0.2,0.0,0.1,0.2
7.31,white,3r1rk1/2p2ppp/2pbb3/6q1/p3B3/1PQ1P2P/PBP2P2/1K4RR b - - 1 19,-0.0324,equal,-0.9,equal,-150.0,black,0.5,0.25,-0.25,0.5,-0.25,0.25
-11.11,black,r2qk2r/p1ppnpp1/1p1np2p/8/3PbPP1/B1P5/P1P1Q2P/R4RK1 b kq - 1 13,-5.383800000000001,black,-7.8,black,-25.0,black,0.1,-0.2,0.3,0.0,0.1,0.1
1.79,equal,rnbqk2r/ppp2ppp/4Pn2/8/1b1P4/2N5/PP2PPPP/R1BQKBNR b KQkq - 0 5,1.4904,equal,0.8999999999999999,equal,-15.0,black,0.0,0.1,-0.2,0.0,-0.1,-0.2
4.08,white,rn1qkbnr/p3pppp/8/1p2Pb2/2pP4/8/1P3PPP/RNBQKBNR w KQkq - 0 7,-0.7398,equal,-0.29999999999999993,equal,25.0,white,0.0,0.1,0.2,0.0,0.1,0.4
6.81,white,7r/2k2pp1/4p1p1/3n4/3P1P1B/P4R1P/6P1/1R4K1 b - - 0 33,4.6188,white,6.8,white,-25.0,black,0.1,-0.2,-0.1,0.3,-0.05,-0.05
